Category,Subcategory,Software Name,ArcForge ID,ArcForge Key,Gaming,Creator,Developer,Homelab,Secure,Catalog,Priority,Detection Method,Detection Target,Detection Source,Package Status,Winget ID,Chocolatey ID,ArcForge Link,FOSS,Notes,ArcForge Description
Documents / Productivity,Text Editor,Notepad++,notepad-plus-plus,ARCInstallnotepad-plus-plus,No,No,Yes,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Notepad++,Default inferred detection for desktop app,Winget + Chocolatey,Notepad++.Notepad++,notepadplusplus,https://notepad-plus-plus.org/,TRUE,"Lightweight text/code editor useful for quick notes, config files, logs, scripts, and general troubleshooting workflows.","Lightweight text/code editor useful for quick notes, config files, logs, scripts, and general troubleshooting workflows."
Documents / Productivity,PDF Tools,PDF24 creator,pdf24-creator,ARCInstallpdf24-creator,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PDF24 creator,Default inferred detection for desktop app,Winget + Chocolatey,geeksoftwareGmbH.PDF24Creator,pdf24,https://tools.pdf24.org/en/,FALSE,"PDF utility suite for creating, merging, compressing, converting, and editing PDF files.","PDF utility suite for creating, merging, compressing, converting, and editing PDF files."
Documents / Productivity,File / Text Comparison,WinMerge,winmerge,ARCInstallwinmerge,No,No,Yes,Yes,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching WinMerge,Default inferred detection for desktop app,Winget + Chocolatey,WinMerge.WinMerge,winmerge,https://winmerge.org/,TRUE,"File and folder comparison tool; useful for comparing configs, scripts, documents, and version differences.","File and folder comparison tool; useful for comparing configs, scripts, documents, and version differences."
Documents / Productivity,Study / Flashcards,Anki,anki,ARCInstallanki,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Anki,Default inferred detection for desktop app,Winget + Chocolatey,Anki.Anki,anki,https://apps.ankiweb.net/,TRUE,"Spaced-repetition flashcard tool; useful for studying certifications, commands, troubleshooting steps, and technical concepts.","Spaced-repetition flashcard tool; useful for studying certifications, commands, troubleshooting steps, and technical concepts."
Documents / Productivity,Office Suite,LibreOffice,libreoffice,ARCInstalllibreoffice,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching LibreOffice,Default inferred detection for desktop app,Winget + Chocolatey,TheDocumentFoundation.LibreOffice,libreoffice-fresh,https://www.libreoffice.org/,TRUE,"Open-source office suite for documents, spreadsheets, presentations, and general productivity workflows.","Open-source office suite for documents, spreadsheets, presentations, and general productivity workflows."
Documents / Productivity,Notes / Knowledge Base,Obsidian,obsidian,ARCInstallobsidian,No,Yes,Yes,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Obsidian,Default inferred detection for desktop app,Winget + Chocolatey,Obsidian.Obsidian,obsidian,https://obsidian.md/,FALSE,"Markdown-based knowledge base and note-taking app; strong fit for technical notes, project documentation, and personal knowledge management.","Markdown-based knowledge base and note-taking app; strong fit for technical notes, project documentation, and personal knowledge management."
Documents / Productivity,PDF Editor,PDFgear,pdfgear,ARCInstallpdfgear,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PDFgear,Default inferred detection for desktop app,Winget + Chocolatey,PDFgear.PDFgear,pdfgear,https://www.pdfgear.com/,FALSE,"PDF editor and reader with tools for editing, converting, annotating, and managing PDF documents.","PDF editor and reader with tools for editing, converting, annotating, and managing PDF documents."
Documents / Productivity,Annotation / Handwritten Notes,Xournal++,xournal-plus-plus,ARCInstallxournal-plus-plus,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Xournal++,Default inferred detection for desktop app,Winget + Chocolatey,Xournal++.Xournal++,xournalplusplus,https://xournalpp.github.io/,TRUE,"Note-taking and PDF annotation tool with handwriting support; useful for markup, diagrams, and tablet-style workflows.","Note-taking and PDF annotation tool with handwriting support; useful for markup, diagrams, and tablet-style workflows."
Documents / Productivity,eBook Management,Calibre,calibre,ARCInstallcalibre,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Calibre,Default inferred detection for desktop app,Winget + Chocolatey,calibre.calibre,calibre,https://calibre-ebook.com/,TRUE,"eBook library manager and converter; useful for organizing technical books, PDFs, documentation, and reference material.","eBook library manager and converter; useful for organizing technical books, PDFs, documentation, and reference material."
Documents / Productivity,Notes / Knowledge Base,Logseq,logseq,ARCInstalllogseq,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Logseq,Default inferred detection for desktop app,Winget + Chocolatey,Logseq.Logseq,logseq,https://logseq.com/,TRUE,"Outliner-based knowledge management app; useful for linked notes, technical research, task tracking, and personal documentation.","Outliner-based knowledge management app; useful for linked notes, technical research, task tracking, and personal documentation."
Documents / Productivity,Document Viewer,Okular,okular,ARCInstallokular,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Okular,Default inferred detection for desktop app,Winget + Chocolatey,KDE.Okular,okular,https://okular.kde.org/,TRUE,"Multi-format document viewer with annotation support; useful for PDFs, eBooks, and technical reference documents.","Multi-format document viewer with annotation support; useful for PDFs, eBooks, and technical reference documents."
Documents / Productivity,PDF Tools,PDFsam Basic,pdfsam-basic,ARCInstallpdfsam-basic,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PDFsam Basic,Default inferred detection for desktop app,Winget + Chocolatey,PDFsam.PDFsam,pdfsam,https://pdfsam.org/,TRUE,"PDF split, merge, rotate, and extract tool; useful for simple PDF organization and document handling workflows.","PDF split, merge, rotate, and extract tool; useful for simple PDF organization and document handling workflows."
Documents / Productivity,Notes / Knowledge Base,Zim Desktop Wiki,zim-desktop-wiki,ARCInstallzim-desktop-wiki,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Zim Desktop Wiki,Default inferred detection for desktop app,Winget + Chocolatey,Zimwiki.Zim,zim,https://zim-wiki.org/,TRUE,Desktop wiki for organizing notes and documentation; useful for local knowledge bases and lightweight runbooks.,Desktop wiki for organizing notes and documentation; useful for local knowledge bases and lightweight runbooks.
Documents / Productivity,PDF Editor,Foxit PDF Editor,foxit-pdf-editor,ARCInstallfoxit-pdf-editor,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Foxit PDF Editor,Default inferred detection for desktop app,Winget only,Foxit.PhantomPDF,N/A,https://www.foxit.com/pdf-editor/,FALSE,"Full PDF editor for creating, editing, annotating, converting, and managing professional PDF documents.","Full PDF editor for creating, editing, annotating, converting, and managing professional PDF documents."
Documents / Productivity,Office Suite,ONLYOffice Desktop,onlyoffice-desktop,ARCInstallonlyoffice-desktop,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching ONLYOffice Desktop,Default inferred detection for desktop app,Winget + Chocolatey,ONLYOFFICE.DesktopEditors,onlyoffice,https://www.onlyoffice.com/desktop.aspx,TRUE,"Desktop office suite for documents, spreadsheets, and presentations; useful as a Microsoft Office alternative.","Desktop office suite for documents, spreadsheets, and presentations; useful as a Microsoft Office alternative."
Documents / Productivity,Notes / Knowledge Base,simplenote,simplenote,ARCInstallsimplenote,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching simplenote,Default inferred detection for desktop app,Winget + Chocolatey,Automattic.Simplenote,simplenote,https://simplenote.com/,TRUE,Lightweight note-taking app focused on simple synced notes; useful for quick personal notes and checklists.,Lightweight note-taking app focused on simple synced notes; useful for quick personal notes and checklists.
Documents / Productivity,Notes / Knowledge Base,Znote,znote,ARCInstallznote,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Znote,Default inferred detection for desktop app,Winget only,alagrede.znote,N/A,https://znote.io/,TRUE,"Markdown-style note and document app; useful for lightweight writing, technical notes, and personal documentation.","Markdown-style note and document app; useful for lightweight writing, technical notes, and personal documentation."
Documents / Productivity,Calendar / Task Planning,Morgen,morgen,ARCInstallmorgen,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Morgen,Default inferred detection for desktop app,Winget + Chocolatey,Morgen.Morgen,morgen,https://www.morgen.so/,FALSE,Calendar and task planning app; useful for productivity-focused workstations.,Calendar and task planning app; useful for productivity-focused workstations.
Documents / Productivity,Task Management,Todoist,todoist,ARCInstalltodoist,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Todoist,Default inferred detection for desktop app,Winget + Chocolatey,Doist.Todoist,todoist-desktop,https://www.todoist.com/,FALSE,"Task manager for personal productivity, reminders, and project tracking.","Task manager for personal productivity, reminders, and project tracking."
Engineering / Design,PCB / Electronics Design,Kicad,kicad,ARCInstallkicad,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Kicad,Default inferred detection for desktop app,Winget + Chocolatey,KiCad.KiCad,kicad,https://www.kicad.org/,TRUE,Open-source electronics design automation suite for schematic capture and PCB layout; better fit for engineering or maker profiles.,Open-source electronics design automation suite for schematic capture and PCB layout; better fit for engineering or maker profiles.
Engineering / Design,CAD / Parametric Modeling,OpenSCAD,openscad,ARCInstallopenscad,No,No,No,No,No,Yes,Optional,Command,openscad,Inferred from CLI/runtime tooling,Winget + Chocolatey,OpenSCAD.OpenSCAD,openscad,https://www.openscad.org/,TRUE,"Script-based 3D CAD modeler; useful for makers, engineers, and parametric design workflows.","Script-based 3D CAD modeler; useful for makers, engineers, and parametric design workflows."
Engineering / Design,CAD / 3D Modeling,FreeCAD,freecad,ARCInstallfreecad,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching FreeCAD,Default inferred detection for desktop app,Winget + Chocolatey,FreeCAD.FreeCAD,freecad,https://www.freecadweb.org/,TRUE,"Open-source parametric CAD tool; useful for engineering, product design, 3D printing, and maker workflows.","Open-source parametric CAD tool; useful for engineering, product design, 3D printing, and maker workflows."
Engineering / Design,3D Printing / Slicer,OrcaSlicer,orcaslicer,ARCInstallorcaslicer,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching OrcaSlicer,Default inferred detection for desktop app,Winget + Chocolatey,SoftFever.OrcaSlicer,orcaslicer,https://github.com/SoftFever/OrcaSlicer,TRUE,3D printing slicer for preparing models for printing; useful for maker and engineering profiles.,3D printing slicer for preparing models for printing; useful for maker and engineering profiles.
Engineering / Design,3D Printing / Slicer,PrusaSlicer,prusaslicer,ARCInstallprusaslicer,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PrusaSlicer,Default inferred detection for desktop app,Winget + Chocolatey,Prusa3D.PrusaSlicer,prusaslicer,https://www.prusa3d.com/prusaslicer/,TRUE,3D printing slicer for preparing models for Prusa and other printers; useful for maker workflows.,3D printing slicer for preparing models for Prusa and other printers; useful for maker workflows.
File Management,File Search,Everything Search,everything-search,ARCInstalleverything-search,Yes,Yes,Yes,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Everything Search,Default inferred detection for desktop app,Winget + Chocolatey,voidtools.Everything,everything,https://www.voidtools.com/,FALSE,"Extremely fast local file search tool; useful for finding files, logs, installers, and project assets quickly.","Extremely fast local file search tool; useful for finding files, logs, installers, and project assets quickly."
File Management,File Unlocking,LockHunter,lockhunter,ARCInstalllockhunter,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching LockHunter,Default inferred detection for desktop app,Winget + Chocolatey,CrystalRich.LockHunter,lockhunter,https://lockhunter.com/,FALSE,Helps identify and unlock files held by running processes; useful for troubleshooting delete/rename issues.,Helps identify and unlock files held by running processes; useful for troubleshooting delete/rename issues.
File Management,Archive Utility,NanaZip,nanazip,ARCInstallnanazip,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching NanaZip,Default inferred detection for desktop app,Winget + Chocolatey,M2Team.NanaZip,nanazip,https://github.com/M2Team/NanaZip,TRUE,Modern 7-Zip fork for archive creation/extraction; useful general-purpose file compression tool.,Modern 7-Zip fork for archive creation/extraction; useful general-purpose file compression tool.
File Management,File Preview / Thumbnails,SageThumbs,sagethumbs,ARCInstallsagethumbs,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching SageThumbs,Default inferred detection for desktop app,Winget + Chocolatey,CherubicSoftware.SageThumbs,sagethumbs,https://sagethumbs.en.lo4d.com/windows,TRUE,Adds expanded thumbnail/preview support for image formats in Windows Explorer.,Adds expanded thumbnail/preview support for image formats in Windows Explorer.
File Management,File Search,WizFile,wizfile,ARCInstallwizfile,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching WizFile,Default inferred detection for desktop app,Winget + Chocolatey,AntibodySoftware.WizFile,wizfile,https://antibody-software.com/wizfile/,FALSE,Fast file search utility; useful for locating files quickly across local drives.,Fast file search utility; useful for locating files quickly across local drives.
File Management,Archive Utility,7-Zip,7zip,ARCInstall7zip,Yes,Yes,Yes,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching 7-Zip,Default inferred detection for desktop app,Winget + Chocolatey,7zip.7zip,7zip,https://www.7-zip.org/,TRUE,Core archive/compression utility; useful on almost every Windows workstation.,Core archive/compression utility; useful on almost every Windows workstation.
File Management,Archive Utility,PeaZip,peazip,ARCInstallpeazip,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PeaZip,Default inferred detection for desktop app,Winget + Chocolatey,Giorgiotani.Peazip,peazip,https://peazip.github.io/,TRUE,Archive manager supporting many compression formats; useful alternative to 7-Zip/WinRAR.,Archive manager supporting many compression formats; useful alternative to 7-Zip/WinRAR.
File Management,Bulk Rename Utility,Advanced Renamer,advanced-renamer,ARCInstalladvanced-renamer,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Advanced Renamer,Default inferred detection for desktop app,Winget + Chocolatey,HulubuluSoftware.AdvancedRenamer,advanced-renamer,https://www.advancedrenamer.com/,FALSE,"Batch file renaming tool; useful for organizing media, assets, screenshots, and documents.","Batch file renaming tool; useful for organizing media, assets, screenshots, and documents."
File Management,File Manager,Files,files,ARCInstallfiles,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Files,Default inferred detection for desktop app,Winget + Chocolatey,FilesCommunity.Files,files,https://github.com/files-community/Files,TRUE,Modern alternative file manager for Windows; useful for users who want a more polished Explorer replacement.,Modern alternative file manager for Windows; useful for users who want a more polished Explorer replacement.
File Management,Symlink / Hardlink Utility,Link Shell extension,link-shell-extension,ARCInstalllink-shell-extension,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Link Shell extension,Default inferred detection for desktop app,Winget + Chocolatey,HermannSchinagl.LinkShellExtension,linkshellextension,https://schinagl.priv.at/nt/hardlinkshellext/hardlinkshellext.html,FALSE,"Explorer integration for creating hardlinks, junctions, and symbolic links; useful for advanced file organization.","Explorer integration for creating hardlinks, junctions, and symbolic links; useful for advanced file organization."
File Management,File Manager,Total Commander,total-commander,ARCInstalltotal-commander,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Total Commander,Default inferred detection for desktop app,Winget + Chocolatey,Ghisler.TotalCommander,TotalCommander,https://www.ghisler.com/,FALSE,Dual-pane file manager for advanced file operations and power-user workflows.,Dual-pane file manager for advanced file operations and power-user workflows.
File Management,Archive Utility,WinRAR,winrar,ARCInstallwinrar,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching WinRAR,Default inferred detection for desktop app,Winget + Chocolatey,RARLab.WinRAR,winrar,https://www.win-rar.com/,FALSE,Longstanding archive utility for RAR/ZIP and related formats; useful for compatibility with older archive workflows.,Longstanding archive utility for RAR/ZIP and related formats; useful for compatibility with older archive workflows.
File Management,File Copy Utility,TeraCopy,teracopy,ARCInstallteracopy,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching TeraCopy,Default inferred detection for desktop app,Winget + Chocolatey,CodeSector.TeraCopy,TeraCopy,https://codesector.com/teracopy,FALSE,Enhanced file copy/move utility with verification and better handling of large transfers.,Enhanced file copy/move utility with verification and better handling of large transfers.
File Management,Bulk Rename Utility,Bulk Rename Utility,bulk-rename-utility,ARCInstallbulk-rename-utility,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Bulk Rename Utility,Default inferred detection for desktop app,Winget + Chocolatey,TGRMNSoftware.BulkRenameUtility,bulkrenameutility,https://www.bulkrenameutility.co.uk,FALSE,"Advanced bulk renaming tool for files, media, assets, and large folder cleanup.","Advanced bulk renaming tool for files, media, assets, and large folder cleanup."
File Management,File Manager,Spacedrive File Manager,spacedrive,ARCInstallspacedrive,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Spacedrive File Manager,Default inferred detection for desktop app,Winget only,spacedrive.Spacedrive,N/A,https://www.spacedrive.com/,TRUE,Modern file manager focused on organizing files across devices and locations.,Modern file manager focused on organizing files across devices and locations.
File Sharing / Downloads,Torrent Client,Tixati,tixati,ARCInstalltixati,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Tixati,Default inferred detection for desktop app,Winget + Chocolatey,Tixati.Tixati.Portable,tixati.portable,https://www.tixati.com/,FALSE,BitTorrent client; optional/niche depending on user workflow and acceptable-use context.,BitTorrent client; optional/niche depending on user workflow and acceptable-use context.
File Sharing / Downloads,Download Manager,JDownloader,jdownloader,ARCInstalljdownloader,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching JDownloader,Default inferred detection for desktop app,Winget + Chocolatey,AppWork.JDownloader,jdownloader,https://jdownloader.org/,TRUE,Download manager for handling large or multi-source downloads; optional utility for power users.,Download manager for handling large or multi-source downloads; optional utility for power users.
File Sharing / Downloads,Torrent Client,Deluge,deluge,ARCInstalldeluge,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Deluge,Default inferred detection for desktop app,Winget + Chocolatey,DelugeTeam.Deluge,deluge,https://deluge-torrent.org/,TRUE,BitTorrent client; optional depending on workflow and acceptable-use context.,BitTorrent client; optional depending on workflow and acceptable-use context.
File Sharing / Downloads,Secure File Transfer,Magic Wormhole,magic-wormhole,ARCInstallmagic-wormhole,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Magic Wormhole,Default inferred detection for desktop app,Winget + Chocolatey,magic-wormhole.magic-wormhole,magic-wormhole,https://github.com/magic-wormhole/magic-wormhole,TRUE,Simple command-line tool for securely sending files between devices using one-time codes.,Simple command-line tool for securely sending files between devices using one-time codes.
File Sharing / Downloads,Download Manager,Motrix Download Manager,motrix,ARCInstallmotrix,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Motrix Download Manager,Default inferred detection for desktop app,Winget + Chocolatey,agalwood.Motrix,motrix,https://motrix.app/,TRUE,"Download manager supporting HTTP, FTP, BitTorrent, and Magnet links.","Download manager supporting HTTP, FTP, BitTorrent, and Magnet links."
File Sharing / Downloads,Torrent Client,Transmission,transmission,ARCInstalltransmission,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Transmission,Default inferred detection for desktop app,Winget + Chocolatey,Transmission.Transmission,transmission,https://transmissionbt.com/,TRUE,Lightweight BitTorrent client; optional depending on user workflow.,Lightweight BitTorrent client; optional depending on user workflow.
File Sharing / Downloads,Local File Transfer,LocalSend,localsend,ARCInstalllocalsend,No,Yes,No,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching LocalSend,Default inferred detection for desktop app,Winget + Chocolatey,LocalSend.LocalSend,localsend.install,https://localsend.org/,TRUE,Local network file sharing tool for quickly sending files between nearby devices.,Local network file sharing tool for quickly sending files between nearby devices.
File Sharing / Downloads,Torrent Client,qBittorrent,qbittorrent,ARCInstallqbittorrent,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching qBittorrent,Default inferred detection for desktop app,Winget + Chocolatey,qBittorrent.qBittorrent,qbittorrent,https://www.qbittorrent.org/,TRUE,Open-source BitTorrent client; optional depending on user workflow and acceptable-use context.,Open-source BitTorrent client; optional depending on user workflow and acceptable-use context.
Game Dev / Studio,Game Engine,Godot Engine,godot,ARCInstallgodot,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Godot Engine,Default inferred detection for desktop app,Winget + Chocolatey,GodotEngine.GodotEngine,godot,https://godotengine.org/,TRUE,Open-source game engine for 2D and 3D development; strong fit for indie game development and prototyping.,Open-source game engine for 2D and 3D development; strong fit for indie game development and prototyping.
Game Dev / Studio,Game Engine,Unity Game Engine,unity,ARCInstallunity,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Unity Game Engine,Default inferred detection for desktop app,Winget + Chocolatey,Unity.UnityHub,unityhub,https://unity.com/,FALSE,"Widely used game engine for 2D, 3D, mobile, indie, and professional game development workflows.","Widely used game engine for 2D, 3D, mobile, indie, and professional game development workflows."
Gaming,Emulator,Cemu,cemu,ARCInstallcemu,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Cemu,Default inferred detection for desktop app,Winget + Chocolatey,Cemu.Cemu,cemu,https://cemu.info/,TRUE,Wii U emulator; useful for emulation-focused gaming setups but should be optional/niche for most profiles.,Wii U emulator; useful for emulation-focused gaming setups but should be optional/niche for most profiles.
Gaming,Cloud Gaming,Geforce Now,geforce-now,ARCInstallgeforce-now,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Geforce Now,Default inferred detection for desktop app,Winget + Chocolatey,Nvidia.GeForceNow,nvidia-geforce-now,https://www.nvidia.com/en-us/geforce-now/,FALSE,NVIDIA cloud gaming client; useful for users who stream games instead of running them locally.,NVIDIA cloud gaming client; useful for users who stream games instead of running them locally.
Gaming,Game Streaming Client,Moonlight/GameStream Client,moonlight,ARCInstallmoonlight,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Moonlight/GameStream Client,Default inferred detection for desktop app,Winget + Chocolatey,MoonlightGameStreamingProject.Moonlight,moonlight-qt,https://moonlight-stream.org/,TRUE,Open-source GameStream client for streaming games from a gaming PC or Sunshine server to another device.,Open-source GameStream client for streaming games from a gaming PC or Sunshine server to another device.
Gaming,VR Tools,SideQuestVR,sidequest,ARCInstallsidequest,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching SideQuestVR,Default inferred detection for desktop app,Winget + Chocolatey,SideQuestVR.SideQuest,sidequest,https://sidequestvr.com/,FALSE,VR app management and sideloading tool commonly associated with Meta Quest devices.,VR app management and sideloading tool commonly associated with Meta Quest devices.
Gaming,VR Streaming,Virtual Desktop Streamer,virtual-desktop-streamer,ARCInstallvirtual-desktop-streamer,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Virtual Desktop Streamer,Default inferred detection for desktop app,Winget only,VirtualDesktop.Streamer,N/A,https://www.vrdesktop.net/,FALSE,PC-side streaming tool for using Virtual Desktop with VR headsets; useful for wireless PC VR setups.,PC-side streaming tool for using Virtual Desktop with VR headsets; useful for wireless PC VR setups.
Gaming,Game / Rhythm Tool,Clone Hero,clone-hero,ARCInstallclone-hero,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Clone Hero,Default inferred detection for desktop app,Winget only,CloneHeroTeam.CloneHero,N/A,https://clonehero.net/,FALSE,"Rhythm game inspired by Guitar Hero-style gameplay; niche gaming app, not a core platform requirement.","Rhythm game inspired by Guitar Hero-style gameplay; niche gaming app, not a core platform requirement."
Gaming,Game Launcher / Storefront,GOG Galaxy,gog-galaxy,ARCInstallgog-galaxy,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching GOG Galaxy,Default inferred detection for desktop app,Winget + Chocolatey,GOG.Galaxy,goggalaxy,https://www.gog.com/galaxy,FALSE,Game launcher and storefront for GOG games; useful for DRM-free game libraries and multi-platform library management.,Game launcher and storefront for GOG games; useful for DRM-free game libraries and multi-platform library management.
Gaming,Game Overlay / Mods,Overwolf,overwolf,ARCInstalloverwolf,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Overwolf,Default inferred detection for desktop app,Winget + Chocolatey,Overwolf.CurseForge,overwolf,https://www.overwolf.com/app/overwolf-curseforge,FALSE,Game overlay and app platform used by some game companion tools and mods; optional and sometimes divisive due to background overhead.,Game overlay and app platform used by some game companion tools and mods; optional and sometimes divisive due to background overhead.
Gaming,Game Launcher / Storefront,Steam,steam,ARCInstallsteam,Yes,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Steam,Default inferred detection for desktop app,Winget + Chocolatey,Valve.Steam,steam-client,https://store.steampowered.com/about/,FALSE,Major PC gaming platform and launcher; core gaming-profile candidate for most gaming battlestations.,Major PC gaming platform and launcher; core gaming-profile candidate for most gaming battlestations.
Gaming,Emulator,XEMU,xemu,ARCInstallxemu,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching XEMU,Default inferred detection for desktop app,Winget only,xemu-project.xemu,N/A,https://xemu.app/,TRUE,Original Xbox emulator; useful for emulation-focused users but niche for general gaming profiles.,Original Xbox emulator; useful for emulation-focused users but niche for general gaming profiles.
Gaming,Game Launcher / Storefront,EA App,ea-app,ARCInstallea-app,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching EA App,Default inferred detection for desktop app,Winget + Chocolatey,ElectronicArts.EADesktop,ea-app,https://www.ea.com/ea-app,FALSE,EA’s PC game launcher for EA titles and subscriptions; relevant for users with EA games but optional globally.,EA’s PC game launcher for EA titles and subscriptions; relevant for users with EA games but optional globally.
Gaming,Game Launcher / Storefront,Heroic Games Launcher,heroic-games-launcher,ARCInstallheroic-games-launcher,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Heroic Games Launcher,Default inferred detection for desktop app,Winget only,HeroicGamesLauncher.HeroicGamesLauncher,N/A,https://heroicgameslauncher.com/,TRUE,"Open-source launcher for Epic, GOG, and Amazon Games libraries; useful for users who prefer a community launcher.","Open-source launcher for Epic, GOG, and Amazon Games libraries; useful for users who prefer a community launcher."
Gaming,Game Library Manager,Playnite,playnite,ARCInstallplaynite,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Playnite,Default inferred detection for desktop app,Winget + Chocolatey,Playnite.Playnite,playnite,https://playnite.link/,TRUE,Unified game library manager for organizing games across multiple launchers and platforms.,Unified game library manager for organizing games across multiple launchers and platforms.
Gaming,Game Streaming Server,Sunshine/GameStream Server,sunshine,ARCInstallsunshine,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Sunshine/GameStream Server,Default inferred detection for desktop app,Winget + Chocolatey,LizardByte.Sunshine,sunshine,https://github.com/LizardByte/Sunshine,TRUE,Self-hosted game streaming server compatible with Moonlight; useful for homelab and streaming-focused gaming setups.,Self-hosted game streaming server compatible with Moonlight; useful for homelab and streaming-focused gaming setups.
Gaming,Emulator Frontend,Emulation Station,emulation-station,ARCInstallemulation-station,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Emulation Station,Default inferred detection for desktop app,Winget + Chocolatey,Emulationstation.Emulationstation,emulationstation,https://emulationstation.org/,TRUE,Frontend for organizing and launching emulated games; useful for retro gaming and console-style emulator setups.,Frontend for organizing and launching emulated games; useful for retro gaming and console-style emulator setups.
